customerName,exp,productName
"King Kong Collectables, Co.",70.33,"American Airlines: MD-11S"
"Royal Canadian Collectables, Ltd.",70.33,"American Airlines: MD-11S"
"Rovelli Gifts",70.33,"American Airlines: MD-11S"
"Motor Mint Distributors Inc.",70.33,"1961 Chevrolet Impala"
"King Kong Collectables, Co.",70.28,"1900s Vintage Tri-Plane"
"L'ordine Souveniers",70.28,"1900s Vintage Tri-Plane"
"La Rochelle Gifts",70.12,"P-51-D Mustang"
"Kelly's Gift Shop",70.11,"The USS Constitution Ship"
"Clover Collections, Co.",70.08,"1960 BSA Gold Star DBD34"
"Suominen Souveniers",70.08,"1960 BSA Gold Star DBD34"
"Oulu Toy Supplies, Inc.",70.07,"1948 Porsche 356-A Roadster"
"Mini Auto Werke",70.07,"1948 Porsche 356-A Roadster"
"Vida Sport, Ltd",69.96,"1969 Dodge Super Bee"
"Bavarian Collectables Imports, Co.",69.68,"1999 Yamaha Speed Boat"
"Scandinavian Gift Ideas",69.68,"1999 Yamaha Speed Boat"
"Technics Stores Inc.",69.55,"1900s Vintage Tri-Plane"
"Gift Ideas Corp.",69.55,"1900s Vintage Tri-Plane"
"Land of Toys Inc.",69.39,"The USS Constitution Ship"
"Collectable Mini Designs Co.",69.39,"The USS Constitution Ship"
"Oulu Toy Supplies, Inc.",69.39,"The USS Constitution Ship"
"Mini Creations Ltd.",69.39,"The USS Constitution Ship"
"Mini Caravy",69.34,"1969 Chevrolet Camaro Z28"
"Down Under Souveniers, Inc",69.34,"1969 Chevrolet Camaro Z28"
"Online Diecast Creations Co.",69.34,"1969 Chevrolet Camaro Z28"
"Alpha Cognac",69.29,"The Mayflower"
"Frau da Collezione",69.27,"P-51-D Mustang"
"La Rochelle Gifts",69.16,"2002 Yamaha YZR M1"
"Down Under Souveniers, Inc",69.15,"1969 Dodge Super Bee"
"Suominen Souveniers",69.15,"1969 Dodge Super Bee"
"Marseille Mini Autos",69.15,"1969 Dodge Super Bee"
"Souveniers And Things Co.",68.83,"1900s Vintage Tri-Plane"
"Auto-Moto Classics Inc.",68.82,"1999 Yamaha Speed Boat"
"Australian Collectors, Co.",68.79,"1928 Ford Phaeton Deluxe"
"Alpha Cognac",68.77,"1940 Ford Delivery Sedan"
"Double Decker Gift Stores, Ltd",68.77,"1940 Ford Delivery Sedan"
"Daedalus Designs Imports",68.71,"1961 Chevrolet Impala"
"Euro+ Shopping Channel",68.67,"The USS Constitution Ship"
"Royal Canadian Collectables, Ltd.",68.67,"The USS Constitution Ship"
"Suominen Souveniers",68.63,"1970 Plymouth Hemi Cuda"
"Mini Classics",68.55,"1960 BSA Gold Star DBD34"
"Osaka Souveniers Co.",68.43,"P-51-D Mustang"
"Norway Gifts By Mail, Co.",68.43,"P-51-D Mustang"
"Euro+ Shopping Channel",68.42,"1957 Ford Thunderbird"
"Souveniers And Things Co.",68.42,"1957 Ford Thunderbird"
"Marseille Mini Autos",68.42,"1957 Ford Thunderbird"
"Danish Wholesale Imports",68.35,"1969 Dodge Super Bee"
"The Sharp Gifts Warehouse",68.35,"1970 Chevy Chevelle SS 454"
FunGiftIdeas.com,68.35,"1970 Chevy Chevelle SS 454"
"Mini Creations Ltd.",68.34,"2002 Yamaha YZR M1"
"Stylish Desk Decors, Co.",68.24,"Corsair F4U ( Bird Cage)"
giftsbymail.co.uk,68.11,"American Airlines: MD-11S"
"Alpha Cognac",68.11,"American Airlines: MD-11S"
"Oulu Toy Supplies, Inc.",68.11,"American Airlines: MD-11S"
"Osaka Souveniers Co.",68.10,"1900s Vintage Tri-Plane"
"L'ordine Souveniers",68.10,"1928 Ford Phaeton Deluxe"
"Gift Ideas Corp.",68.10,"1928 Ford Phaeton Deluxe"
"Euro+ Shopping Channel",68.00,"F/A 18 Hornet 1/72"
"Norway Gifts By Mail, Co.",68.00,"F/A 18 Hornet 1/72"
"Tekni Collectables Inc.",67.94,"The USS Constitution Ship"
"Enaco Distributors",67.93,"1940 Ford Delivery Sedan"
"Danish Wholesale Imports",67.91,"1961 Chevrolet Impala"
"Mini Gifts Distributors Ltd.",67.87,"1982 Ducati 900 Monster"
"Online Mini Collectables",67.83,"1970 Plymouth Hemi Cuda"
"L'ordine Souveniers",67.83,"1970 Plymouth Hemi Cuda"
"Alpha Cognac",67.82,"1900s Vintage Bi-Plane"
"Rovelli Gifts",67.82,"1900s Vintage Bi-Plane"
"Tokyo Collectables, Ltd",67.82,"1900s Vintage Bi-Plane"
"Baane Mini Imports",67.79,"1960 BSA Gold Star DBD34"
"UK Collectables, Ltd.",67.76,"1948 Porsche 356-A Roadster"
"Salzburg Collectables",67.76,"1948 Porsche 356-A Roadster"
"Cruz & Sons Co.",67.76,"1948 Porsche 356-A Roadster"
"Gift Depot Inc.",67.58,"P-51-D Mustang"
giftsbymail.co.uk,67.56,"Corsair F4U ( Bird Cage)"
"Euro+ Shopping Channel",67.53,"2002 Yamaha YZR M1"
"Online Mini Collectables",67.53,"2002 Yamaha YZR M1"
Gifts4AllAges.com,67.53,"2002 Yamaha YZR M1"
"Euro+ Shopping Channel",67.41,"1928 Ford Phaeton Deluxe"
"Enaco Distributors",67.41,"1928 Ford Phaeton Deluxe"
"La Rochelle Gifts",67.38,"1900s Vintage Tri-Plane"
"Technics Stores Inc.",67.37,"American Airlines: MD-11S"
giftsbymail.co.uk,67.22,"The USS Constitution Ship"
"Salzburg Collectables",67.22,"The USS Constitution Ship"
"Corporate Gift Ideas Co.",67.18,"1982 Ducati 900 Monster"
giftsbymail.co.uk,67.14,"1900s Vintage Bi-Plane"
"Extreme Desk Decorations, Ltd",67.14,"1900s Vintage Bi-Plane"
"Online Mini Collectables",67.10,"1961 Chevrolet Impala"
"Marseille Mini Autos",67.10,"1961 Chevrolet Impala"
"Cruz & Sons Co.",67.10,"1961 Chevrolet Impala"
"La Rochelle Gifts",67.03,"1960 BSA Gold Star DBD34"
"Herkku Gifts",67.03,"1970 Plymouth Hemi Cuda"
"Gift Depot Inc.",67.03,"1960 BSA Gold Star DBD34"
"UK Collectables, Ltd.",67.03,"1970 Plymouth Hemi Cuda"
"Corporate Gift Ideas Co.",67.03,"1970 Plymouth Hemi Cuda"
"Mini Gifts Distributors Ltd.",66.99,"1948 Porsche 356-A Roadster"
Toys4GrownUps.com,66.99,"1957 Ford Thunderbird"
"Toms Spezialitäten, Ltd",66.99,"1948 Porsche 356-A Roadster"
"Handji Gifts& Co",66.88,"1970 Chevy Chevelle SS 454"
"Down Under Souveniers, Inc",66.88,"1970 Chevy Chevelle SS 454"
"Euro+ Shopping Channel",66.74,"1969 Dodge Super Bee"
"Corporate Gift Ideas Co.",66.74,"1969 Dodge Super Bee"
"Royal Canadian Collectables, Ltd.",66.73,"1928 Ford Phaeton Deluxe"
"Norway Gifts By Mail, Co.",66.65,"1900s Vintage Tri-Plane"
"Frau da Collezione",66.65,"1900s Vintage Tri-Plane"
"Kelly's Gift Shop",66.65,"1900s Vintage Tri-Plane"
"Collectable Mini Designs Co.",66.63,"American Airlines: MD-11S"
"Tekni Collectables Inc.",66.63,"American Airlines: MD-11S"
"Tokyo Collectables, Ltd",66.63,"American Airlines: MD-11S"
"Enaco Distributors",66.50,"The USS Constitution Ship"
"Anna's Decorations, Ltd",66.49,"1982 Ducati 900 Monster"
"Men 'R' US Retailers, Ltd.",66.45,"1900s Vintage Bi-Plane"
"Toys of Finland, Co.",66.29,"1961 Chevrolet Impala"
"Extreme Desk Decorations, Ltd",66.29,"1961 Chevrolet Impala"
"Signal Gift Stores",66.28,"1957 Ford Thunderbird"
"Anna's Decorations, Ltd",66.28,"1957 Ford Thunderbird"
"Australian Collectables, Ltd",66.28,"1957 Ford Thunderbird"
"Mini Wheels Co.",66.27,"1960 BSA Gold Star DBD34"
"Land of Toys Inc.",66.22,"1948 Porsche 356-A Roadster"
"Land of Toys Inc.",66.00,"The Schooner Bluenose"
"Petit Auto",66.00,"The Schooner Bluenose"
"Tekni Collectables Inc.",66.00,"The Schooner Bluenose"
"Scandinavian Gift Ideas",66.00,"The Schooner Bluenose"
"Blauer See Auto, Co.",65.94,"1969 Dodge Super Bee"
"Tekni Collectables Inc.",65.93,"1900s Vintage Tri-Plane"
"Reims Collectables",65.93,"1900s Vintage Tri-Plane"
"The Sharp Gifts Warehouse",65.89,"American Airlines: MD-11S"
"Microscale Inc.",65.80,"1982 Ducati 900 Monster"
"Euro+ Shopping Channel",65.75,"1937 Horch 930V Limousine"
"Cambridge Collectables Co.",65.75,"1937 Horch 930V Limousine"
"Alpha Cognac",65.75,"1937 Horch 930V Limousine"
"L'ordine Souveniers",65.60,"F/A 18 Hornet 1/72"
"Norway Gifts By Mail, Co.",65.51,"Corsair F4U ( Bird Cage)"
"Cruz & Sons Co.",65.51,"Corsair F4U ( Bird Cage)"
"Motor Mint Distributors Inc.",65.51,"1960 BSA Gold Star DBD34"
"Down Under Souveniers, Inc",65.48,"1961 Chevrolet Impala"
"Toys of Finland, Co.",65.44,"1970 Plymouth Hemi Cuda"
"Marseille Mini Autos",65.44,"1970 Plymouth Hemi Cuda"
"Collectable Mini Designs Co.",65.41,"1970 Chevy Chevelle SS 454"
"Anna's Decorations, Ltd",65.41,"1970 Chevy Chevelle SS 454"
"King Kong Collectables, Co.",65.35,"1928 Ford Phaeton Deluxe"
"Rovelli Gifts",65.35,"1928 Ford Phaeton Deluxe"
"Mini Creations Ltd.",65.15,"American Airlines: MD-11S"
"Land of Toys Inc.",65.13,"1969 Dodge Super Bee"
"Anna's Decorations, Ltd",65.13,"1969 Dodge Super Bee"
"UK Collectables, Ltd.",65.09,"2002 Yamaha YZR M1"
"Collectables For Less Inc.",65.09,"1937 Horch 930V Limousine"
"Extreme Desk Decorations, Ltd",65.09,"1937 Horch 930V Limousine"
"Norway Gifts By Mail, Co.",65.08,"1900s Vintage Bi-Plane"
"Danish Wholesale Imports",65.05,"The USS Constitution Ship"
"Kelly's Gift Shop",64.86,"1957 Ford Thunderbird"
"L'ordine Souveniers",64.83,"Corsair F4U ( Bird Cage)"
"Norway Gifts By Mail, Co.",64.67,"1970 Chevy Chevelle SS 454"
"Mini Creations Ltd.",64.67,"The Schooner Bluenose"
"Kelly's Gift Shop",64.67,"The Schooner Bluenose"
"Classic Gift Ideas, Inc",64.44,"1937 Horch 930V Limousine"
"Scandinavian Gift Ideas",64.44,"1937 Horch 930V Limousine"
"Euro+ Shopping Channel",64.41,"American Airlines: MD-11S"
"Marta's Replicas Co.",64.41,"1982 Ducati 900 Monster"
"Cruz & Sons Co.",64.41,"1982 Ducati 900 Monster"
"Extreme Desk Decorations, Ltd",64.41,"1982 Ducati 900 Monster"
"Stylish Desk Decors, Co.",64.40,"1900s Vintage Bi-Plane"
"Salzburg Collectables",64.40,"1900s Vintage Bi-Plane"
"CAF Imports",64.33,"The USS Constitution Ship"
"Alpha Cognac",64.15,"Corsair F4U ( Bird Cage)"
"The Sharp Gifts Warehouse",64.14,"1957 Ford Thunderbird"
"Osaka Souveniers Co.",64.00,"F/A 18 Hornet 1/72"
"Québec Home Shopping Network",64.00,"The Schooner Bluenose"
"Anna's Decorations, Ltd",63.99,"1996 Peterbilt 379 Stake Bed with Outrigger"
Toys4GrownUps.com,63.98,"1960 BSA Gold Star DBD34"
"Kelly's Gift Shop",63.97,"1928 Ford Phaeton Deluxe"
"Scandinavian Gift Ideas",63.91,"1948 Porsche 356-A Roadster"
"Euro+ Shopping Channel",63.84,"1970 Plymouth Hemi Cuda"
"Volvo Model Replicas, Co",63.84,"1970 Plymouth Hemi Cuda"
"Bavarian Collectables Imports, Co.",63.78,"1937 Horch 930V Limousine"
"Enaco Distributors",63.76,"1900s Vintage Tri-Plane"
"Euro+ Shopping Channel",63.71,"1900s Vintage Bi-Plane"
"Mini Creations Ltd.",63.71,"1900s Vintage Bi-Plane"
"Salzburg Collectables",63.67,"American Airlines: MD-11S"
"L'ordine Souveniers",63.67,"American Airlines: MD-11S"
"Gift Ideas Corp.",63.67,"American Airlines: MD-11S"
"Saveley & Henriot, Co.",63.61,"The USS Constitution Ship"
"Bavarian Collectables Imports, Co.",63.46,"Corsair F4U ( Bird Cage)"
"Baane Mini Imports",63.35,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Down Under Souveniers, Inc",63.35,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Clover Collections, Co.",63.29,"1928 Ford Phaeton Deluxe"
"Osaka Souveniers Co.",63.22,"1960 BSA Gold Star DBD34"
"The Sharp Gifts Warehouse",63.22,"1960 BSA Gold Star DBD34"
"Mini Gifts Distributors Ltd.",63.20,"1970 Chevy Chevelle SS 454"
"Australian Collectors, Co.",63.14,"1948 Porsche 356-A Roadster"
"Blauer See Auto, Co.",63.14,"1948 Porsche 356-A Roadster"
"Salzburg Collectables",63.12,"1937 Horch 930V Limousine"
"Royal Canadian Collectables, Ltd.",63.03,"1900s Vintage Tri-Plane"
"Salzburg Collectables",63.03,"1982 Ducati 900 Monster"
"Auto Canal+ Petit",63.03,"1982 Ducati 900 Monster"
"Mini Classics",62.93,"American Airlines: MD-11S"
"Alpha Cognac",62.88,"The USS Constitution Ship"
"Mini Caravy",62.72,"1957 Ford Thunderbird"
"Heintze Collectables",62.72,"1957 Ford Thunderbird"
"Tokyo Collectables, Ltd",62.70,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Corrida Auto Replicas, Ltd",62.70,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Tekni Collectables Inc.",62.60,"1928 Ford Phaeton Deluxe"
"The Sharp Gifts Warehouse",62.60,"1928 Ford Phaeton Deluxe"
"Signal Gift Stores",62.47,"1970 Chevy Chevelle SS 454"
"Enaco Distributors",62.46,"1960 BSA Gold Star DBD34"
"Souveniers And Things Co.",62.46,"1937 Horch 930V Limousine"
"Down Under Souveniers, Inc",62.46,"1960 BSA Gold Star DBD34"
"L'ordine Souveniers",62.46,"1960 BSA Gold Star DBD34"
"Marseille Mini Autos",62.37,"1948 Porsche 356-A Roadster"
"Toys of Finland, Co.",62.34,"1900s Vintage Bi-Plane"
"Vitachrome Inc.",62.33,"1982 Ducati 900 Monster"
"Auto-Moto Classics Inc.",62.19,"American Airlines: MD-11S"
"Souveniers And Things Co.",62.19,"American Airlines: MD-11S"
"Reims Collectables",62.19,"American Airlines: MD-11S"
"Toys of Finland, Co.",62.17,"1957 Vespa GS150"
"AV Stores, Co.",62.16,"The USS Constitution Ship"
"Tokyo Collectables, Ltd",62.16,"The USS Constitution Ship"
"Scandinavian Gift Ideas",62.16,"The USS Constitution Ship"
"Reims Collectables",62.14,"1950's Chicago Surface Lines Streetcar"
"L'ordine Souveniers",62.14,"1950's Chicago Surface Lines Streetcar"
"Oulu Toy Supplies, Inc.",62.10,"Corsair F4U ( Bird Cage)"
"Salzburg Collectables",62.10,"Corsair F4U ( Bird Cage)"
"Mini Wheels Co.",62.05,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Dragon Souveniers, Ltd.",62.05,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Technics Stores Inc.",62.05,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Mini Gifts Distributors Ltd.",62.00,"The Schooner Bluenose"
"Royal Canadian Collectables, Ltd.",62.00,"The Schooner Bluenose"
Gifts4AllAges.com,62.00,"The Schooner Bluenose"
"Baane Mini Imports",61.84,"1934 Ford V8 Coupe"
"Corrida Auto Replicas, Ltd",61.84,"1934 Ford V8 Coupe"
"Cruz & Sons Co.",61.81,"1937 Horch 930V Limousine"
"Herkku Gifts",61.70,"1960 BSA Gold Star DBD34"
"Daedalus Designs Imports",61.70,"1960 BSA Gold Star DBD34"
"Marta's Replicas Co.",61.70,"1960 BSA Gold Star DBD34"
"Auto Canal+ Petit",61.70,"1960 BSA Gold Star DBD34"
"Scandinavian Gift Ideas",61.70,"1960 BSA Gold Star DBD34"
"Online Mini Collectables",61.64,"1982 Ducati 900 Monster"
Gifts4AllAges.com,61.64,"1982 Ducati 900 Monster"
"Toys of Finland, Co.",61.60,"1948 Porsche 356-A Roadster"
"Suominen Souveniers",61.60,"1948 Porsche 356-A Roadster"
"Euro+ Shopping Channel",61.52,"1950's Chicago Surface Lines Streetcar"
"Bavarian Collectables Imports, Co.",61.44,"American Airlines: MD-11S"
"Souveniers And Things Co.",61.42,"Corsair F4U ( Bird Cage)"
"The Sharp Gifts Warehouse",61.42,"Corsair F4U ( Bird Cage)"
"Saveley & Henriot, Co.",61.41,"1996 Peterbilt 379 Stake Bed with Outrigger"
"AV Stores, Co.",61.34,"The Schooner Bluenose"
"Mini Gifts Distributors Ltd.",61.29,"1957 Ford Thunderbird"
"Mini Classics",61.22,"1928 Ford Phaeton Deluxe"
"Mini Auto Werke",61.21,"1934 Ford V8 Coupe"
"Collectable Mini Designs Co.",61.15,"1937 Horch 930V Limousine"
"Reims Collectables",61.15,"1937 Horch 930V Limousine"
"Gift Depot Inc.",61.00,"1970 Chevy Chevelle SS 454"
"Marseille Mini Autos",61.00,"1970 Chevy Chevelle SS 454"
"Cruz & Sons Co.",60.97,"1900s Vintage Bi-Plane"
"Bavarian Collectables Imports, Co.",60.97,"1900s Vintage Bi-Plane"
"Gift Ideas Corp.",60.97,"1900s Vintage Bi-Plane"
"Australian Collectables, Ltd",60.97,"1900s Vintage Bi-Plane"
"Daedalus Designs Imports",60.95,"1982 Ducati 900 Monster"
"Diecast Classics Inc.",60.94,"1960 BSA Gold Star DBD34"
"Toms Spezialitäten, Ltd",60.93,"1957 Vespa GS150"
"Mini Gifts Distributors Ltd.",60.90,"1950's Chicago Surface Lines Streetcar"
"Muscle Machine Inc",60.90,"1950's Chicago Surface Lines Streetcar"
"Dragon Souveniers, Ltd.",60.77,"1926 Ford Fire Engine"
"Corporate Gift Ideas Co.",60.77,"1926 Ford Fire Engine"
"Iberia Gift Imports, Corp.",60.77,"1926 Ford Fire Engine"
"Diecast Collectables",60.77,"1926 Ford Fire Engine"
"Vitachrome Inc.",60.76,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Québec Home Shopping Network",60.76,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Osaka Souveniers Co.",60.70,"American Airlines: MD-11S"
"La Rochelle Gifts",60.67,"The Schooner Bluenose"
"Volvo Model Replicas, Co",60.67,"The Schooner Bluenose"
"Euro+ Shopping Channel",60.62,"1971 Alpine Renault 1600s"
"Volvo Model Replicas, Co",60.62,"1971 Alpine Renault 1600s"
"Australian Collectors, Co.",60.59,"1934 Ford V8 Coupe"
"Atelier graphique",60.57,"1936 Harley Davidson El Knucklehead"
"Norway Gifts By Mail, Co.",60.54,"1928 Ford Phaeton Deluxe"
"Reims Collectables",60.54,"1928 Ford Phaeton Deluxe"
"Extreme Desk Decorations, Ltd",60.54,"1911 Ford Town Car"
"Australian Collectables, Ltd",60.54,"1911 Ford Town Car"
"Euro+ Shopping Channel",60.30,"1957 Vespa GS150"
"Auto Canal+ Petit",60.30,"1957 Vespa GS150"
"Gift Ideas Corp.",60.30,"1957 Vespa GS150"
"Reims Collectables",60.29,"1900s Vintage Bi-Plane"
"Double Decker Gift Stores, Ltd",60.29,"1900s Vintage Bi-Plane"
"AV Stores, Co.",60.28,"1950's Chicago Surface Lines Streetcar"
"Royale Belge",60.28,"1950's Chicago Surface Lines Streetcar"
"La Rochelle Gifts",60.26,"1982 Ducati 900 Monster"
"Souveniers And Things Co.",60.26,"1970 Chevy Chevelle SS 454"
"Anna's Decorations, Ltd",60.16,"1926 Ford Fire Engine"
"Australian Collectors, Co.",60.01,"1971 Alpine Renault 1600s"
"Cruz & Sons Co.",60.01,"1971 Alpine Renault 1600s"
"Enaco Distributors",60.00,"The Schooner Bluenose"
"La Rochelle Gifts",59.96,"American Airlines: MD-11S"
"Classic Legends Inc.",59.96,"1934 Ford V8 Coupe"
"Saveley & Henriot, Co.",59.93,"1911 Ford Town Car"
"Down Under Souveniers, Inc",59.87,"1957 Ford Thunderbird"
"La Rochelle Gifts",59.85,"1928 Ford Phaeton Deluxe"
"Norway Gifts By Mail, Co.",59.83,"1937 Horch 930V Limousine"
"Mini Creations Ltd.",59.83,"1937 Horch 930V Limousine"
"Australian Collectables, Ltd",59.83,"1937 Horch 930V Limousine"
"Double Decker Gift Stores, Ltd",59.83,"1937 Horch 930V Limousine"
"Land of Toys Inc.",59.65,"1950's Chicago Surface Lines Streetcar"
"Baane Mini Imports",59.56,"1982 Ducati 900 Monster"
"Mini Gifts Distributors Ltd.",59.55,"1926 Ford Fire Engine"
"Handji Gifts& Co",59.55,"1926 Ford Fire Engine"
"Stylish Desk Decors, Co.",59.55,"1926 Ford Fire Engine"
"Kelly's Gift Shop",59.53,"1970 Chevy Chevelle SS 454"
"Diecast Classics Inc.",59.47,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Gift Depot Inc.",59.41,"1900s Vintage Tri-Plane"
"Tekni Collectables Inc.",59.37,"Corsair F4U ( Bird Cage)"
"Mini Gifts Distributors Ltd.",59.34,"1934 Ford V8 Coupe"
"The Sharp Gifts Warehouse",59.34,"1934 Ford V8 Coupe"
"Muscle Machine Inc",59.33,"1911 Ford Town Car"
"Boards & Toys Co.",59.27,"The USS Constitution Ship"
"The Sharp Gifts Warehouse",59.18,"1937 Horch 930V Limousine"
giftsbymail.co.uk,59.16,"1928 Ford Phaeton Deluxe"
"Daedalus Designs Imports",59.06,"1957 Vespa GS150"
"Marseille Mini Autos",59.06,"1957 Vespa GS150"
"Cruz & Sons Co.",59.06,"1957 Vespa GS150"
"Blauer See Auto, Co.",59.03,"1950's Chicago Surface Lines Streetcar"
"La Corne D'abondance, Co.",59.03,"1950's Chicago Surface Lines Streetcar"
"Mini Classics",59.03,"1950's Chicago Surface Lines Streetcar"
"Iberia Gift Imports, Corp.",59.03,"1950's Chicago Surface Lines Streetcar"
"Marta's Replicas Co.",58.95,"1926 Ford Fire Engine"
"Oulu Toy Supplies, Inc.",58.92,"1900s Vintage Bi-Plane"
"Euro+ Shopping Channel",58.87,"1982 Ducati 900 Monster"
"Toys of Finland, Co.",58.87,"1982 Ducati 900 Monster"
"Mini Gifts Distributors Ltd.",58.82,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Australian Collectors, Co.",58.75,"1936 Harley Davidson El Knucklehead"
"Euro+ Shopping Channel",58.75,"1936 Harley Davidson El Knucklehead"
"Euro+ Shopping Channel",58.69,"Corsair F4U ( Bird Cage)"
"Toys of Finland, Co.",58.69,"Corsair F4U ( Bird Cage)"
"Collectable Mini Designs Co.",58.67,"The Schooner Bluenose"
"Stylish Desk Decors, Co.",58.67,"The Schooner Bluenose"
"CAF Imports",58.67,"The Schooner Bluenose"
"Québec Home Shopping Network",58.55,"The USS Constitution Ship"
FunGiftIdeas.com,58.47,"1928 Ford Phaeton Deluxe"
"Rovelli Gifts",58.44,"1957 Ford Thunderbird"
Gifts4AllAges.com,58.44,"1957 Vespa GS150"
"Double Decker Gift Stores, Ltd",58.44,"1957 Ford Thunderbird"
"Heintze Collectables",58.41,"1950's Chicago Surface Lines Streetcar"
"Suominen Souveniers",58.41,"1950's Chicago Surface Lines Streetcar"
"Baane Mini Imports",58.34,"1926 Ford Fire Engine"
"Oulu Toy Supplies, Inc.",58.34,"1926 Ford Fire Engine"
"Classic Gift Ideas, Inc",58.23,"1900s Vintage Bi-Plane"
"Reims Collectables",58.18,"1982 Ducati 900 Monster"
"Online Mini Collectables",58.17,"1971 Alpine Renault 1600s"
"Vida Sport, Ltd",58.17,"1971 Alpine Renault 1600s"
"Tekni Collectables Inc.",58.15,"1936 Harley Davidson El Knucklehead"
"Auto Canal+ Petit",58.15,"1936 Harley Davidson El Knucklehead"
"Signal Gift Stores",58.12,"1911 Ford Town Car"
"The Sharp Gifts Warehouse",58.12,"1911 Ford Town Car"
"La Rochelle Gifts",58.00,"Corsair F4U ( Bird Cage)"
"Euro+ Shopping Channel",58.00,"The Schooner Bluenose"
"Oulu Toy Supplies, Inc.",58.00,"The Schooner Bluenose"
"Mini Classics",58.00,"Corsair F4U ( Bird Cage)"
"Saveley & Henriot, Co.",57.99,"1962 City of Detroit Streetcar"
"Lyon Souveniers",57.99,"1962 City of Detroit Streetcar"
"Tokyo Collectables, Ltd",57.86,"1937 Horch 930V Limousine"
"Australian Collectors, Co.",57.82,"1957 Vespa GS150"
"Petit Auto",57.82,"The USS Constitution Ship"
"Diecast Collectables",57.80,"1970 Dodge Coronet"
"Technics Stores Inc.",57.78,"1928 Ford Phaeton Deluxe"
"Euro+ Shopping Channel",57.73,"1926 Ford Fire Engine"
"Mini Auto Werke",57.53,"1996 Peterbilt 379 Stake Bed with Outrigger"
"UK Collectables, Ltd.",57.49,"1982 Ducati 900 Monster"
"Cambridge Collectables Co.",57.46,"1934 Ford V8 Coupe"
"Salzburg Collectables",57.46,"1934 Ford V8 Coupe"
"Blauer See Auto, Co.",57.41,"1962 City of Detroit Streetcar"
"Salzburg Collectables",57.34,"The Schooner Bluenose"
"Technics Stores Inc.",57.32,"Corsair F4U ( Bird Cage)"
"Tokyo Collectables, Ltd",57.32,"Corsair F4U ( Bird Cage)"
"Iberia Gift Imports, Corp.",57.22,"1970 Dodge Coronet"
"Australian Gift Network, Co",57.17,"1950's Chicago Surface Lines Streetcar"
"Online Diecast Creations Co.",57.12,"1926 Ford Fire Engine"
"Osaka Souveniers Co.",57.10,"1928 Ford Phaeton Deluxe"
"Handji Gifts& Co",57.02,"1957 Ford Thunderbird"
"Iberia Gift Imports, Corp.",56.91,"1911 Ford Town Car"
"Collectable Mini Designs Co.",56.86,"1900s Vintage Bi-Plane"
"Collectables For Less Inc.",56.86,"1900s Vintage Bi-Plane"
"Rovelli Gifts",56.84,"1934 Ford V8 Coupe"
"Euro+ Shopping Channel",56.82,"1962 City of Detroit Streetcar"
"Clover Collections, Co.",56.82,"1962 City of Detroit Streetcar"
"Tokyo Collectables, Ltd",56.82,"1962 City of Detroit Streetcar"
"Super Scale Inc.",56.82,"1962 City of Detroit Streetcar"
"Saveley & Henriot, Co.",56.67,"The Schooner Bluenose"
"Osaka Souveniers Co.",56.64,"Corsair F4U ( Bird Cage)"
"Reims Collectables",56.64,"Corsair F4U ( Bird Cage)"
"Classic Legends Inc.",56.64,"1970 Dodge Coronet"
"Extreme Desk Decorations, Ltd",56.57,"1957 Vespa GS150"
"Diecast Classics Inc.",56.55,"1950's Chicago Surface Lines Streetcar"
"Gift Depot Inc.",56.55,"1950's Chicago Surface Lines Streetcar"
"Toys of Finland, Co.",56.55,"1937 Horch 930V Limousine"
"Rovelli Gifts",56.55,"1937 Horch 930V Limousine"
"Men 'R' US Retailers, Ltd.",56.55,"1937 Horch 930V Limousine"
"Diecast Classics Inc.",56.52,"1926 Ford Fire Engine"
"Souveniers And Things Co.",56.41,"1928 Ford Phaeton Deluxe"
"Royale Belge",56.41,"1928 Ford Phaeton Deluxe"
"Frau da Collezione",56.41,"1928 Ford Phaeton Deluxe"
"L'ordine Souveniers",56.33,"1971 Alpine Renault 1600s"
"Baane Mini Imports",56.24,"1962 City of Detroit Streetcar"
"Mini Gifts Distributors Ltd.",56.24,"1962 City of Detroit Streetcar"
"Handji Gifts& Co",56.24,"1996 Peterbilt 379 Stake Bed with Outrigger"
"Stylish Desk Decors, Co.",56.24,"1996 Peterbilt 379 Stake Bed with Outrigger"
GiftsForHim.com,56.24,"1962 City of Detroit Streetcar"
"Dragon Souveniers, Ltd.",56.21,"1934 Ford V8 Coupe"
"Petit Auto",56.21,"1934 Ford V8 Coupe"
"Scandinavian Gift Ideas",56.21,"1934 Ford V8 Coupe"
"West Coast Collectables Co.",56.21,"1934 Ford V8 Coupe"
Toys4GrownUps.com,56.10,"1982 Ducati 900 Monster"
"Suominen Souveniers",56.10,"1982 Ducati 900 Monster"
